t_g, g1, g2, g3
9.720033, 0.006060, -0.058238, -0.033990
9.740033, 0.077672, -0.498008, 0.183360
9.760034, 0.252167, -0.255137, -0.010166
9.780034, 0.607423, -0.523551, -0.036723
9.800035, 0.336349, -0.413940, -0.381648
9.820035, 0.226119, -0.460031, -0.567715
9.840035, 0.547943, -0.342283, -0.304226
9.860036, 0.060153, -0.336366, -0.469730
9.880036, -0.090336, -0.059793, 0.162537
9.900037, 0.260316, -0.085728, 0.068889
9.920037, 0.313553, -0.037537, -0.289851
9.940038, 0.492714, -0.657962, -0.028556
9.960038, 0.209433, -0.186028, -0.178899
9.980039, 0.184360, -0.391064, -0.067168
10.000039, 0.243501, -0.207331, 0.096319
10.020040, 0.334477, -0.172221, -0.388594
10.040040, 0.321702, -0.113757, -0.308998
10.060040, 0.203687, -0.186609, -0.191765
10.080041, -0.067849, -0.240807, -0.342982
10.100041, -0.198782, -3.286601, -1.867693
10.120042, -1.441112, -0.987072, 1.041216
10.140042, 1.993793, 0.299490, 0.042522
10.160043, -0.494186, 1.284570, -0.748365
10.180043, 0.461257, -0.321097, 0.109298
10.200044, 0.954151, -0.629917, 0.654419
10.220044, 0.936279, -0.337787, -0.305906
10.240045, 0.458441, 0.346138, 0.023770
10.260045, 0.095491, -0.869221, 0.012041
10.280046, 0.031727, -0.029403, 0.031855
10.300046, 0.280699, -0.336283, -0.599164
10.320046, 0.066271, -0.196843, -0.238558
10.340047, 0.169235, -0.044788, 0.018491
10.360047, 0.425976, -0.136198, 0.014510
10.380048, 0.469995, -0.192574, -0.411391
10.400048, 0.426586, 0.093663, -0.216196
10.420049, 0.412714, -0.110436, -0.050301
10.440049, 0.292838, 0.452620, -0.562575
10.460050, 0.038412, -0.350491, -0.422855
10.480050, 0.181150, -0.210140, -0.395024
10.500051, 0.304553, -0.062563, -0.194088
10.520051, 0.676545, -0.349761, -0.193625
10.540051, 0.226354, -0.203080, -0.540881
10.560052, 0.204806, -0.112515, 0.040696
10.580052, 0.333443, -0.216510, -0.371314
10.600053, 0.463185, -0.080131, -0.335007
10.620053, 0.353522, -0.247786, -0.307536
10.640054, 0.327283, -0.187746, -0.005443
10.660054, -0.008003, -0.284577, -0.068696
10.680055, 0.194654, -0.167341, -0.183296
10.700055, 0.326313, -0.221927, 0.117981
10.720056, 0.141993, -0.366715, -0.438186
10.740056, 0.198909, -0.134958, -0.190875
10.760056, 0.354351, -0.436135, -0.333626
10.780057, 0.160176, -0.045353, -0.441368
10.800057, 0.436476, -0.362517, -0.197927
10.820058, 0.372492, -0.165743, -0.271815
10.840058, 0.322169, -0.238598, -0.450428
10.860059, 0.236494, -0.370573, 0.055069
10.880059, 0.258520, -0.381365, -0.683357
10.900060, 0.230077, -0.189769, -0.331340
10.920060, 0.525118, 0.046648, -0.149407
10.940061, 0.519292, -0.083748, -0.239637
10.960061, 0.239486, 0.059798, -0.623798
10.980062, 0.422811, -0.225594, 0.156720
11.000062, 0.499269, -0.227703, 0.071577
11.020062, 0.568116, -0.002066, -0.090362
11.040063, 0.172618, -0.379924, 0.005576
11.060063, 0.595136, -0.446922, -0.155095
11.080064, 0.235187, 0.288041, -0.029493
11.100064, 0.385059, -0.689248, -0.071431
11.120065, -0.131948, -0.199666, -0.206708
11.140065, 0.033191, -0.347219, -0.281719
11.160066, 0.153138, 0.233597, -0.455012
11.180066, 0.216101, -0.047117, -0.350401
11.200067, 0.061364, -0.029140, -0.041857
11.220067, -0.059670, 0.210359, -0.475704
11.240067, 0.586050, 0.178950, -0.194131
11.260068, 2.945894, -4.754819, -0.167812
11.280068, 2.048837, 0.227267, 8.669939
11.300069, 0.523853, 3.663909, -0.937794
11.320069, 1.161167, 0.296465, 2.432764
11.340070, 1.645509, 0.770621, 0.098275
11.360070, 0.330651, -1.437981, 0.179225
11.380071, 0.787246, -0.922948, -0.403427
11.400071, -0.617685, 0.513018, -0.257759
11.420072, 0.104277, -0.198419, -0.038541
11.440072, 0.727078, 0.168693, -0.723662
11.460073, 0.690892, -0.122773, 0.612823
11.480073, 0.104785, -0.030438, -0.213432
11.500073, 0.912204, -0.050248, 0.278136
11.520074, -0.301833, -0.255142, 0.287679
11.540074, 0.640279, -0.374173, -0.455289
11.560075, 0.368437, 0.111688, 0.029748
11.580075, 0.179800, -0.321708, -0.135758
11.600076, 0.215480, -0.460016, -0.109459
11.620076, 0.524418, 0.048294, -0.311485
11.640077, -0.033714, -0.269046, 0.087013
11.660077, 0.224199, -0.087989, -0.153704
11.680078, 0.546767, 0.242047, -0.180529
11.700078, 0.470181, -0.111273, -0.151103
11.720078, -0.012300, -0.187533, -0.201787
11.740079, 0.211665, 0.021202, -0.305986
11.760079, 0.452132, 0.104933, -0.123933
11.780080, 0.342286, -0.086050, -0.121497
11.800080, 0.247029, -0.438336, 0.104321
11.820081, 0.024229, 0.125312, -0.630311
11.840081, 0.283339, 0.145248, -0.348194
11.860082, 0.429355, -0.054657, -0.091836
11.880082, -0.279543, -0.085981, 0.166939
11.900083, 0.835269, -0.147544, 0.086683
11.920083, 0.864192, -0.027510, -0.001008
11.940084, 0.080694, -0.273163, 0.102660
11.960084, 0.151480, 0.096520, -0.294297
11.980084, 0.238326, -0.510050, -0.421741
12.000085, 0.176661, -0.393984, -0.301282
12.020085, 0.098766, -0.454510, -0.025461
12.040086, 0.588371, -0.083725, 0.146559
12.060086, 0.477232, -0.130844, -0.014721
12.080087, 0.302387, -0.750935, -0.294271
