t_uk, uk1, uk2, uk3
10.160043, -0.096090, -0.032469, 0.127720
10.180043, -0.077657, 0.003850, 0.107076
10.200044, -0.045963, 0.024379, 0.080056
10.220044, -0.010650, 0.037726, 0.049018
10.240045, 0.021837, 0.053829, 0.016666
10.260045, 0.055869, 0.073456, -0.014498
10.280046, 0.075967, 0.079766, -0.043562
10.300046, 0.065861, 0.085719, -0.056524
10.320046, 0.043974, 0.082428, -0.059895
10.340047, 0.024373, 0.066729, -0.057766
10.360047, 0.004747, 0.049766, -0.053518
10.380048, -0.014869, 0.036991, -0.041766
10.400048, -0.031050, 0.029461, -0.027392
10.420049, -0.036444, 0.025986, -0.010531
10.440049, -0.028523, 0.020651, 0.009807
10.460050, -0.014928, 0.004397, 0.030470
10.480050, -0.002224, -0.015731, 0.061775
10.500051, 0.001367, -0.021272, 0.082330
10.520051, -0.002711, -0.021106, 0.098938
10.540051, 0.006601, -0.035449, 0.114585
10.560052, 0.030313, -0.055921, 0.115115
10.580052, 0.039905, -0.058364, 0.102014
10.600053, 0.032548, -0.049957, 0.078638
10.620053, 0.015137, -0.034821, 0.054752
10.640054, -0.009362, -0.018970, 0.033161
10.660054, -0.024731, -0.006991, 0.014516
10.680055, -0.031972, -0.000218, 0.000762
10.700055, -0.037261, 0.006216, -0.006024
10.720056, -0.025727, -0.000267, -0.007416
10.740056, -0.000571, -0.014838, -0.006217
10.760056, 0.027077, -0.036288, -0.010995
10.780057, 0.043500, -0.055261, -0.018172
10.800057, 0.052916, -0.071915, -0.031212
10.820058, 0.049393, -0.077580, -0.049385
10.840058, 0.044372, -0.077093, -0.073611
10.860059, 0.038704, -0.076993, -0.096842
10.880059, 0.027676, -0.071514, -0.121001
10.900060, 0.022251, -0.068392, -0.144568
10.920060, 0.017199, -0.065919, -0.162605
10.940061, 0.017738, -0.063816, -0.176883
10.960061, 0.019649, -0.065469, -0.187288
10.980062, 0.021083, -0.072308, -0.188763
11.000062, 0.019269, -0.081170, -0.181410
11.020062, 0.009649, -0.086965, -0.162773
11.040063, -0.004007, -0.085512, -0.144626
11.060063, -0.017763, -0.079047, -0.115540
11.080064, -0.032661, -0.071258, -0.078688
11.100064, -0.041847, -0.060757, -0.043937
11.120065, -0.040966, -0.046104, -0.011487
11.140065, -0.035965, -0.030107, 0.019230
11.160066, -0.030047, -0.011262, 0.048610
11.180066, -0.018965, 0.003296, 0.077083
11.200067, -0.009110, 0.018383, 0.099203
11.220067, -0.002817, 0.034482, 0.115134
11.240067, 0.009375, 0.051663, 0.115476
11.260068, 0.025602, 0.058483, 0.103137
11.280068, 0.039864, 0.061897, 0.088797
11.300069, 0.037268, 0.057858, 0.075419
11.320069, 0.026703, 0.050820, 0.063130
11.340070, 0.019137, 0.038362, 0.050083
11.360070, 0.007945, 0.022518, 0.039023
11.380071, -0.002442, 0.011409, 0.026563
11.400071, -0.013511, 0.002133, 0.012567
11.420072, -0.020604, -0.007698, 0.001342
11.440072, -0.024971, -0.018418, -0.009530
11.460073, -0.027119, -0.025414, -0.013753
11.480073, -0.027732, -0.027769, -0.018599
11.500073, -0.020333, -0.028820, -0.021088
11.520074, -0.010161, -0.029797, -0.021505
11.540074, -0.004915, -0.026341, -0.020143
11.560075, -0.000029, -0.019043, -0.020951
11.580075, 0.003455, -0.009525, -0.021107
11.600076, 0.004522, 0.000643, -0.021175
11.620076, 0.007483, 0.001230, -0.014053
11.640077, 0.008028, 0.000006, -0.008885
11.660077, 0.004051, -0.000127, -0.004967
11.680078, 0.001069, 0.002528, -0.004596
11.700078, -0.002637, 0.001884, -0.003077
11.720078, -0.004210, 0.000820, 0.000086
11.740079, -0.006957, 0.003959, 0.004246
11.760079, -0.005635, 0.004173, 0.006404
11.780080, -0.003732, 0.002349, 0.009191
11.800080, -0.002201, 0.000394, 0.013231
11.820081, -0.003783, -0.000697, 0.017802
11.840081, -0.005241, 0.001553, 0.021619
11.860082, -0.004627, 0.004434, 0.020329
11.880082, -0.003880, 0.004407, 0.023489
11.900083, -0.004300, 0.001092, 0.028688
11.920083, -0.006636, 0.000047, 0.033307
11.940084, -0.009628, 0.003390, 0.034163
11.960084, -0.010029, 0.006494, 0.030911
11.980084, -0.007160, 0.008383, 0.026162
12.000085, -0.005419, 0.010430, 0.020405
12.020085, -0.002937, 0.014925, 0.014008
12.040086, -0.001052, 0.013128, 0.008075
12.060086, 0.000139, 0.010292, 0.003491
