t, tm1, tm2, tm3
7.779994, -0.028852, -0.032811, 0.030772
7.799994, -0.027398, -0.031956, 0.035110
7.819993, -0.025781, -0.035999, 0.030739
7.839993, -0.018576, -0.020646, 0.023509
7.859993, -0.012694, -0.026091, 0.028886
7.879993, -0.011578, -0.024680, 0.013505
7.899993, -0.009477, -0.020812, 0.011973
7.919993, -0.001940, -0.011713, 0.012238
7.939993, -0.002699, -0.012357, -0.001199
7.959993, 0.004261, -0.016646, 0.003345
7.979993, 0.009013, -0.013757, 0.002063
7.999993, 0.010266, -0.012437, 0.006243
8.019994, 0.016073, -0.010938, -0.000158
8.039994, 0.015727, -0.006194, -0.001380
8.059995, 0.016490, 0.001387, -0.011874
8.079995, 0.013901, -0.004083, -0.008106
8.099996, 0.018466, 0.003288, -0.007376
8.119996, 0.018680, 0.003449, -0.014188
8.139997, 0.021623, 0.007399, -0.015805
8.159997, 0.027671, 0.017406, -0.021959
8.179997, 0.027632, 0.019801, -0.023758
8.199998, 0.031469, 0.038262, -0.039778
8.219998, 0.041792, 0.038479, -0.044606
8.239999, 0.029607, 0.054383, -0.043466
8.259999, 0.031731, 0.068043, -0.062344
8.280000, 0.044594, 0.024613, -0.037816
8.300000, 0.033951, 0.085325, -0.078666
8.320001, 0.061648, 0.078288, -0.103878
8.340001, 0.021067, 0.061504, -0.036138
8.360002, 0.016730, 0.101568, -0.047553
8.380002, 0.007941, 0.049674, -0.084016
8.400002, 0.049246, 0.035759, -0.033079
8.420003, 0.015098, 0.073019, -0.020315
8.440003, 0.017916, 0.032272, -0.058993
8.460004, -0.023202, 0.050621, -0.025160
8.480004, -0.015543, 0.062507, -0.029411
8.500005, -0.018546, 0.019542, -0.013577
8.520005, -0.018898, 0.030060, -0.006183
8.540006, -0.019027, 0.025025, 0.004326
8.560006, -0.039123, 0.019184, 0.003236
8.580007, -0.042893, 0.011192, 0.020153
8.600007, -0.052041, -0.009851, 0.031358
8.620008, -0.059782, -0.036180, 0.027001
8.640008, -0.077704, -0.046473, 0.040960
8.660008, -0.069714, -0.045820, 0.063407
8.680009, -0.029715, -0.064413, 0.071747
8.700009, -0.034760, -0.056577, 0.063151
8.720010, -0.040937, -0.065417, 0.062207
8.740010, -0.048124, -0.077324, 0.087725
8.760011, -0.046750, -0.087735, 0.079622
8.780011, -0.054576, -0.065178, 0.097720
8.800012, -0.032145, -0.052839, 0.047670
8.820012, -0.045719, -0.053323, 0.098607
8.840013, -0.060779, -0.075245, 0.089078
8.860013, -0.043317, -0.039569, 0.048246
8.880013, -0.059176, -0.030440, 0.057312
8.900014, -0.056971, -0.020492, 0.033009
8.920014, -0.092608, -0.005740, 0.033257
8.940015, -0.033701, -0.004243, -0.007525
8.960015, -0.021094, 0.026011, -0.001044
8.980016, -0.019993, 0.043633, -0.010985
9.000016, -0.008764, 0.042928, -0.003282
9.020017, -0.003575, 0.048809, -0.019390
9.040017, 0.018381, 0.029549, -0.015818
9.060018, 0.031595, 0.045465, -0.024215
9.080018, 0.040178, 0.066120, -0.055569
9.100019, 0.039357, 0.047276, -0.071235
9.120019, 0.067509, 0.061613, -0.060470
9.140019, 0.056758, 0.086136, -0.073417
9.160020, 0.026058, 0.090133, -0.105884
9.180020, 0.097473, 0.006836, -0.036171
9.200021, 0.060729, 0.083277, -0.085119
9.220021, 0.075786, 0.063594, -0.085961
9.240022, 0.064014, 0.023764, -0.064022
9.260022, 0.047060, 0.020974, -0.045793
9.280023, 0.033662, 0.032701, -0.032722
9.300023, 0.009277, 0.036757, -0.029094
9.320024, -0.007074, 0.065702, -0.041694
9.340024, -0.023420, 0.082776, 0.006108
9.360024, 0.003824, -0.022434, -0.010893
9.380025, -0.032658, 0.040822, -0.012326
9.400025, -0.041135, 0.049612, -0.007475
9.420026, -0.053845, 0.016126, 0.018183
9.440026, -0.044754, 0.035008, 0.037218
9.460027, -0.041889, 0.061862, 0.065977
9.480027, -0.026131, -0.035289, 0.050759
9.500028, -0.048648, -0.026044, 0.020460
9.520028, -0.043327, -0.029903, 0.019951
9.540029, -0.050532, -0.029697, 0.024332
9.560029, -0.057406, 0.001152, -0.025840
9.580029, -0.011990, -0.046059, 0.022432
9.600030, -0.017911, -0.043570, 0.042199
9.620030, -0.015971, -0.035361, 0.035721
9.640031, -0.005536, -0.030914, 0.027783
9.660031, -0.009280, -0.021676, 0.031399
9.680032, -0.003853, -0.022951, 0.027279
9.700032, -0.001027, -0.019800, 0.021854
9.720033, 0.002054, -0.022341, 0.020810
9.740033, 0.003900, -0.034591, 0.020843
9.760034, -0.001821, -0.027402, 0.018536
9.780034, -0.003169, -0.021308, 0.004343
9.800035, -0.000076, -0.014914, 0.009440
9.820035, -0.003436, -0.012320, 0.004463
9.840035, -0.006078, -0.008402, 0.005514
9.860036, 0.002467, -0.010164, -0.006786
9.880036, -0.001696, -0.010509, 0.007454
9.900037, 0.007724, -0.011586, 0.006464
9.920037, 0.005938, -0.007995, -0.003843
9.940038, -0.000342, -0.007993, 0.009078
9.960038, -0.003511, -0.006923, 0.009999
9.980039, 0.006451, -0.009546, -0.001597
10.000039, 0.008644, -0.010254, -0.002151
10.020040, 0.005667, -0.006455, -0.002331
10.040040, 0.002625, -0.010810, 0.000887
10.060040, 0.004406, -0.005780, 0.004223
10.080041, 0.008048, -0.002681, -0.000403
10.100041, 0.009613, -0.005181, 0.005154
10.120042, 0.010513, -0.005741, 0.005780
10.140042, 0.010685, -0.000859, -0.000189
10.160043, 0.006567, -0.005620, 0.000517
10.180043, -0.001957, -0.000942, 0.003938
10.200044, 0.005950, 0.000256, 0.005302
10.220044, 0.006020, 0.004361, -0.002951
10.240045, 0.012689, 0.002112, -0.010671
10.260045, 0.015239, 0.003616, -0.012643
10.280046, 0.017747, 0.007525, -0.023130
10.300046, 0.015968, 0.019470, -0.017842
10.320046, 0.015271, 0.019166, -0.023496
10.340047, 0.022542, 0.017580, -0.028617
