t, ur1, ur2, ur3
9.180020, -22.797148, 23.376322, -0.984589
9.200021, -22.795570, 19.810171, 0.533567
9.220021, -26.371677, 13.691733, 5.633477
9.240022, -28.413258, 10.638799, 12.774324
9.260022, -26.874950, 9.120121, 13.270530
9.280023, -29.422092, 9.139541, 11.727184
9.300023, -30.959402, 6.075531, 15.289364
9.320024, -28.410662, 9.639963, 18.841717
9.340024, -33.528038, 4.516639, 21.382261
9.360024, -35.578373, 6.543862, 21.369856
9.380025, -34.569096, 5.500340, 22.370323
9.400025, -37.655312, 3.429152, 21.835390
9.420026, -37.175152, 2.880237, 18.739405
9.440026, -35.686745, 2.326262, 17.676447
9.460027, -36.768097, 2.271422, 17.627266
9.480027, -33.767792, 3.227326, 19.614990
9.500028, -31.273281, 1.126188, 15.478280
9.520028, -29.289280, 2.096761, 14.410867
9.540029, -28.836885, 2.046848, 11.297699
9.560029, -28.380960, 2.003749, 14.320785
9.580029, -23.315916, 2.475764, 12.237246
9.600030, -21.816792, 5.000368, 10.164671
9.620030, -18.271624, 4.970496, 6.060990
9.640031, -15.752567, -0.170305, 10.136730
9.660031, -15.277956, 7.468834, -1.116343
9.680032, -12.244718, 8.976359, 1.428412
9.700032, -1.040258, 12.516234, 5.504152
9.720033, -2.075236, 8.414728, -3.668124
9.740033, -12.296206, 39.081066, -20.488239
9.760034, 14.783983, 18.621666, 1.004779
9.780034, 11.206736, 51.814568, -14.272967
9.800035, 16.344772, 12.985764, -29.509911
9.820035, -1.044187, 45.156979, -54.495708
9.840035, 24.980385, 17.527166, -32.525105
9.860036, -0.088239, 52.252003, -38.659351
9.880036, 8.619456, 37.454678, -24.316856
9.900037, -1.023969, 47.705891, -26.312553
9.920037, -5.532730, 43.160912, -46.697842
9.940038, -10.053874, 62.625420, -30.829926
9.960038, 1.768665, 69.308990, -13.441398
9.980039, -5.254270, 54.595131, -16.405958
10.000039, -31.676109, 65.464569, -10.649209
10.020040, -16.723635, 36.965145, -12.610362
