t, phi, uk, ur, tm
9.340000, -0.008898, -0.018883, 22.769827, -0.009118
9.360000, -0.007682, -0.020926, 23.278770, -0.004099
9.380000, -0.007451, -0.023825, 22.253838, -0.006287
9.400000, -0.007587, -0.025243, 24.296425, -0.004141
9.420000, -0.007335, -0.026010, 24.295658, -0.003454
9.440000, -0.008207, -0.026855, 22.250807, -0.011034
9.460000, -0.009403, -0.023269, 22.254393, -0.014331
9.480000, -0.010454, -0.013214, 21.753462, -0.014625
9.500000, -0.010680, -0.000809, 21.254881, -0.010214
9.520000, -0.010099, 0.008436, 21.264126, -0.003097
9.540000, -0.010554, 0.014465, 21.781139, -0.001148
9.560000, -0.010344, 0.015863, 18.716560, -0.004706
